id,question,prompt,raw_response,answer
10-0061,"Trong hệ SI, đơn vị của điện tích là","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong hệ SI, đơn vị của điện tích là

A. Vôn (V)
B. Vôn trên mét \frac{V}{m}
C. Fara (F)
D. Culông (C)
Đáp án: ",D,D
10-0062,"Một con lắc lò xo gồm lò xo nhẹ và vật nhỏ có khối lượng m, đang dao động điều hòa. Gọi v là vận tốc của vật. Đại lượng E_d=\frac{1}{2}mv^2 được gọi là","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Một con lắc lò xo gồm lò xo nhẹ và vật nhỏ có khối lượng m, đang dao động điều hòa. Gọi v là vận tốc của vật. Đại lượng E_d=\frac{1}{2}mv^2 được gọi là

A. Thế năng của con lắc
B. Lực kéo về
C. Lực ma sát
D. Động năng của con lắc
Đáp án: ",D,D
10-0063,Cho phản ứng hạt nhân {_1^2}H+{_Z^A}X\rightarrow{_3^6}Li+{_5^{10}}B. Giá trị của Z là,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Cho phản ứng hạt nhân {_1^2}H+{_Z^A}X\rightarrow{_3^6}Li+{_5^{10}}B. Giá trị của Z là

A. 7
B. 18
C. 9
D. 14
Đáp án: ",D,D
10-0064,Cho một vòng dây dẫn kín dịch chuyển ra xa một nam châm thì trong vòng dây xuất hiện một suất điện động cảm ứng. Đây là hiện tượng cảm ứng điện từ. Bản chất của hiện tượng cảm ứng điện từ này là quá trình chuyển hóa,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Cho một vòng dây dẫn kín dịch chuyển ra xa một nam châm thì trong vòng dây xuất hiện một suất điện động cảm ứng. Đây là hiện tượng cảm ứng điện từ. Bản chất của hiện tượng cảm ứng điện từ này là quá trình chuyển hóa

A. Điện năng thành quang năng
B. Cơ năng thành điện năng
C. Cơ năng thành quang năng
D. Điện năng thành hóa năng
Đáp án: ",B,B
10-0065,"Trong thí nghiệm Y – âng về giao thoa ánh sáng, nguồn sáng phát ra ánh sáng đơn sắc có bước sóng \lambda. Trên màng quan sát, vân sáng bậc 5 xuất hiện tại vị trí có hiệu đường đi của ánh sáng từ hai khe đến đó bằng","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong thí nghiệm Y – âng về giao thoa ánh sáng, nguồn sáng phát ra ánh sáng đơn sắc có bước sóng \lambda. Trên màng quan sát, vân sáng bậc 5 xuất hiện tại vị trí có hiệu đường đi của ánh sáng từ hai khe đến đó bằng

A. 4\lambda
B. 5\lambda
C. 5,5\lambda
D. 4,5\lambda
Đáp án: ",B,B
10-0066,Một chất điểm dao động với phương trình x=8cos{\left(5t\right)}cm (t tính bằng s). Tốc độ của chất điểm khi đi qua vị trí cân bằng là,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Một chất điểm dao động với phương trình x=8cos{\left(5t\right)}cm (t tính bằng s). Tốc độ của chất điểm khi đi qua vị trí cân bằng là

A. 20 \frac{cm}{s}
B. 200 \frac{cm}{s}
C. 100 \frac{cm}{s}
D. 40 \frac{cm}{s}
Đáp án: ",D,D
10-0067,"Trong thí nghiệm giao thoa sóng ở mặt chất lỏng, tại hai điểm S_1 và S_2 có hai nguồn dao động cùng pha theo phương thẳng đứng, phát ra hai sóng kết hợp có bước sóng 1,2 cm. Trên đoạn thẳng S_1S_2, khoảng cách giữa hai cực tiểu giao thoa liên tiếp bằng","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong thí nghiệm giao thoa sóng ở mặt chất lỏng, tại hai điểm S_1 và S_2 có hai nguồn dao động cùng pha theo phương thẳng đứng, phát ra hai sóng kết hợp có bước sóng 1,2 cm. Trên đoạn thẳng S_1S_2, khoảng cách giữa hai cực tiểu giao thoa liên tiếp bằng

A. 2,4 cm
B. 0,3 cm
C. 1,2 cm
D. 0,6 cm
Đáp án: ",D,D
10-0068,"Xét nguyên tử hidro theo mẫu nguyên tử Bo. Khi nguyên tử chuyển từ trạng thái dừng có năng lượng – 0,85 eV sang trạng thái dừng có năng lượng – 13,6 eV thì nó phát ra một photon có năng lượng là","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Xét nguyên tử hidro theo mẫu nguyên tử Bo. Khi nguyên tử chuyển từ trạng thái dừng có năng lượng – 0,85 eV sang trạng thái dừng có năng lượng – 13,6 eV thì nó phát ra một photon có năng lượng là

A. 14,45 eV
B. 13,6 eV
C. 0,85 eV
D. 12,75 eV
Đáp án: ",D,D
10-0069,"Mạch chọn sóng ở một máy thu thanh là mạch dao động gồm cuộn cảm và tụ điện có điện dung C thay đổi được. Biết rằng, muốn thu được sóng điện từ thì tần số riêng của mạch dao động phải bằng tần số của sóng điện từ cần thu (để có cộng hưởng). Khi C=C_0 thì bước sóng của sóng điện từ mà máy này thu được là \lambda_0 . Khi C=9C_0 thì bước sóng của sóng điện từ mà máy này thu được là","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Mạch chọn sóng ở một máy thu thanh là mạch dao động gồm cuộn cảm và tụ điện có điện dung C thay đổi được. Biết rằng, muốn thu được sóng điện từ thì tần số riêng của mạch dao động phải bằng tần số của sóng điện từ cần thu (để có cộng hưởng). Khi C=C_0 thì bước sóng của sóng điện từ mà máy này thu được là \lambda_0 . Khi C=9C_0 thì bước sóng của sóng điện từ mà máy này thu được là

A. 3\lambda_0
B. \frac{\lambda_0}{3}
C. 9\lambda_0
D. \frac{\lambda_0}{9}
Đáp án: ",A,A
10-0070,Một máy biến áp lí tưởng có số vòng dây của cuộn sơ cấp và số vòng dây của cuộn thứ cấp lần lượt là N_1=100 vòng và N_2. Đặt điện áp xoay chiều có giá trị hiệu dụng 220 V vào hai đầu cuộn sơ cấp thì điện áp hiệu dụng giữa hai đầu cuộn thứ cấp để hở là 6 V. Giá trị của N_2 là,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Một máy biến áp lí tưởng có số vòng dây của cuộn sơ cấp và số vòng dây của cuộn thứ cấp lần lượt là N_1=100 vòng và N_2. Đặt điện áp xoay chiều có giá trị hiệu dụng 220 V vào hai đầu cuộn sơ cấp thì điện áp hiệu dụng giữa hai đầu cuộn thứ cấp để hở là 6 V. Giá trị của N_2 là

A. 30 vòng
B. 60 vòng
C. 120 vòng
D. 300 vòng
Đáp án: ",B,B
10-0071,"Đặt điện áp u=60\sqrt2cos{\left(300t+\frac{\pi}{3}\right)} V  vào hai đầu đoạn mạch AB như hình bên, trong đó R=170Ω và điện dung C của tụ điện thay đổi được. Khi C=C_1 thì điện tích của bản tụ điện nối vào N là q=5\sqrt2.10^{-4}cos{\left(300t+\frac{\pi}{6}\right)} C. Trong các biểu thức, t tính bằng s. Khi C=C_2thì điện áp hiệu dụng giữa hai đầu R đạt giá trị cực đại, giá trị cực đại đó bằng","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Đặt điện áp u=60\sqrt2cos{\left(300t+\frac{\pi}{3}\right)} V  vào hai đầu đoạn mạch AB như hình bên, trong đó R=170Ω và điện dung C của tụ điện thay đổi được. Khi C=C_1 thì điện tích của bản tụ điện nối vào N là q=5\sqrt2.10^{-4}cos{\left(300t+\frac{\pi}{6}\right)} C. Trong các biểu thức, t tính bằng s. Khi C=C_2thì điện áp hiệu dụng giữa hai đầu R đạt giá trị cực đại, giá trị cực đại đó bằng

A. 26 V
B. 51 V
C. 60 V
D. 36 V
Đáp án: ",B,B
10-0072,"Dao động của một vật là tổng hợp của hai dao động điều hòa cùng phương có li độ lần lượt là x_1 và x_2. Hình bên là đồ thị biểu diễn sự phụ thuộc của x_1 và x_2 theo thời gian t. Biết độ lớn lực kéo về tác dụng lên vật ở thời điểm t=0,2s là 0,4 N. Động năng của vật ở thời điểm t=0,4s là","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Dao động của một vật là tổng hợp của hai dao động điều hòa cùng phương có li độ lần lượt là x_1 và x_2. Hình bên là đồ thị biểu diễn sự phụ thuộc của x_1 và x_2 theo thời gian t. Biết độ lớn lực kéo về tác dụng lên vật ở thời điểm t=0,2s là 0,4 N. Động năng của vật ở thời điểm t=0,4s là

A. 4,8 mJ
B. 15,6 mJ
C. 6,4 mJ
D. 11,2 mJ
Đáp án: ",D,D
10-0073,"Để xác định điện dung C của một tụ điện, một học sinh mắc nối tiếp tụ điện này với một điện trở 20\Omega rồi mắc hai đầu đoạn mạch vào một nguồn điện xoay chiều có tần số thay đổi được. Dùng dao động kí điện tử để hiển thị đồng thời đồ thị điện áp giữa hai đầu điện trở và điện áp giữa hai đầu tụ điện (các đường hình sin). Thay đổi tần số của nguồn điện đến khi độ cao của hai đường hình sin trên màn hình dao động kí bằng nhau như hình bên. Biết dao động kí đã được điều chỉnh thang đo sao cho ứng với mỗi ô vuông trên màn hình thì cạnh nằm ngang là 0,005 s và cạnh thẳng đứng là 5 V. Giá trị của C là","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Để xác định điện dung C của một tụ điện, một học sinh mắc nối tiếp tụ điện này với một điện trở 20\Omega rồi mắc hai đầu đoạn mạch vào một nguồn điện xoay chiều có tần số thay đổi được. Dùng dao động kí điện tử để hiển thị đồng thời đồ thị điện áp giữa hai đầu điện trở và điện áp giữa hai đầu tụ điện (các đường hình sin). Thay đổi tần số của nguồn điện đến khi độ cao của hai đường hình sin trên màn hình dao động kí bằng nhau như hình bên. Biết dao động kí đã được điều chỉnh thang đo sao cho ứng với mỗi ô vuông trên màn hình thì cạnh nằm ngang là 0,005 s và cạnh thẳng đứng là 5 V. Giá trị của C là

A. 6,0.10^{-5} F
B. 3,0.10^{-5}F
C. 12.10^{-5}F
D. 24.10^{-5}F
Đáp án: ",B,B
10-0074,"Trong thí nghiệm Y – âng về giao thoa ánh sáng, hai khe hẹp cách nhau 0,6 mm và cách màn quan sát 1,2 m. Chiếu sáng các khe bằng ánh sáng đơn sắc có bước sóng \lambda (380 nm <\lambda<760 nm). Trên màn, điểm M cách vân trung tâm 2,5 mm là vị trí của một vân tối. Giá trị của \lambda gần nhất với giá trị nào sau đây?","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong thí nghiệm Y – âng về giao thoa ánh sáng, hai khe hẹp cách nhau 0,6 mm và cách màn quan sát 1,2 m. Chiếu sáng các khe bằng ánh sáng đơn sắc có bước sóng \lambda (380 nm <\lambda<760 nm). Trên màn, điểm M cách vân trung tâm 2,5 mm là vị trí của một vân tối. Giá trị của \lambda gần nhất với giá trị nào sau đây?

A. 425 nm
B. 475 nm
C. 575 nm
D. 505 nm
Đáp án: ",D,D
10-0075,"Trên một sợi dây AB dài 66 cm với đầu A cố định, đầu B tự do, đang có sóng dừng với 6 nút sóng (kể cả đầu A). Sóng truyền từ A đến B gọi là sóng tới và sóng truyền từ B về A gọi là sóng phản xạ. Tại điểm M trên dây cách A một đoạn 64,5 cm, sóng tới và sóng phản xạ lệch pha nhau","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trên một sợi dây AB dài 66 cm với đầu A cố định, đầu B tự do, đang có sóng dừng với 6 nút sóng (kể cả đầu A). Sóng truyền từ A đến B gọi là sóng tới và sóng truyền từ B về A gọi là sóng phản xạ. Tại điểm M trên dây cách A một đoạn 64,5 cm, sóng tới và sóng phản xạ lệch pha nhau

A. \frac{\pi}{2}
B. \frac{\pi}{4}
C. \frac{3\pi}{10}
D. \frac{\pi}{8}
Đáp án: ",B,B
10-0076,"Trong thí nghiệm giao thoa sóng ở mặt nước, hai nguồn kết hợp đặt tại hai điểm A và B, dao động cùng pha theo phương thẳng đứng, phát ra hai sóng lan truyền trên mặt nước với bước sóng \lambda. Ở mặt nước, C và D là hai điểm sao cho ABCD là hình vuông. Trên cạnh BC có 6 điểm cực đại giao thoa và 7 điểm cực tiểu giao thoa, trong đó P là điểm cực tiểu giao thoa gần B nhất và Q là điểm cực tiểu giao thoa gần C nhất. Khoảng cách xa nhất có thể giữa hai điểm P và Q là","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong thí nghiệm giao thoa sóng ở mặt nước, hai nguồn kết hợp đặt tại hai điểm A và B, dao động cùng pha theo phương thẳng đứng, phát ra hai sóng lan truyền trên mặt nước với bước sóng \lambda. Ở mặt nước, C và D là hai điểm sao cho ABCD là hình vuông. Trên cạnh BC có 6 điểm cực đại giao thoa và 7 điểm cực tiểu giao thoa, trong đó P là điểm cực tiểu giao thoa gần B nhất và Q là điểm cực tiểu giao thoa gần C nhất. Khoảng cách xa nhất có thể giữa hai điểm P và Q là

A. 10,5\lambda
B. 9,96\lambda
C. 8,93\lambda
D. 8,40\lambda
Đáp án: ",B,B
10-0077,"Đặt điện áp xoay chiều có tần số \omega vào đoạn mạch AB như hình vẽ. Đồ thị bên biểu diễn sự phụ thuộc của điện áp u_{AB} giữa hai điểm A và B, và điện áp u_{MN} giữa hai điểm M và N theo thời gian t. Biết 63RC\omega=16 và r=18Ω. Công suất tiêu thụ của đoạn mạch AB là","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Đặt điện áp xoay chiều có tần số \omega vào đoạn mạch AB như hình vẽ. Đồ thị bên biểu diễn sự phụ thuộc của điện áp u_{AB} giữa hai điểm A và B, và điện áp u_{MN} giữa hai điểm M và N theo thời gian t. Biết 63RC\omega=16 và r=18Ω. Công suất tiêu thụ của đoạn mạch AB là

A. 22 W
B. 18 W
C. 16 W
D. 20 W
Đáp án: ",D,D
10-0078,"Một mẫu chất chứa 60Co là chất phóng xạ với chu kì bán rã 5,27 năm, được sử dụng trong điều trị ung thư. Gọi \Delta N_0 là số hạt nhân 60Co của mẫu bị phân rã trong 1 phút khi nó mới được sản xuất. Mẫu được coi là “hết hạn sử dụng” khi số hạt nhân 60Co bị phân rã trong 1 phút nhỏ hơn 0,7\Delta N_0. Nếu mẫu được sản xuất vào tuần đầu tiên của tháng 8 năm 2020 thì “hạn sử dụng” của nó đến","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Một mẫu chất chứa 60Co là chất phóng xạ với chu kì bán rã 5,27 năm, được sử dụng trong điều trị ung thư. Gọi \Delta N_0 là số hạt nhân 60Co của mẫu bị phân rã trong 1 phút khi nó mới được sản xuất. Mẫu được coi là “hết hạn sử dụng” khi số hạt nhân 60Co bị phân rã trong 1 phút nhỏ hơn 0,7\Delta N_0. Nếu mẫu được sản xuất vào tuần đầu tiên của tháng 8 năm 2020 thì “hạn sử dụng” của nó đến

A. Tháng 4 năm 2023
B. Tháng 4 năm 2022
C. Tháng 6 năm 2023
D. Tháng 6 năm 2024
Đáp án: ",B,B
10-0079,"Hai con lắc lò xo giống hệt nhau được gắn vào điểm G của một giá đỡ cố định như hình bên. Trên phương nằm ngang và phương thẳng đứng, các con lắc dao động điều hòa với cùng biên độ 14 cm, cùng chu kì T nhưng vuông pha với nhau. Gọi F_C là độ lớn của hợp lực do hai lò xo tác dụng lên giá. Biết khoảng thời gian ngắn nhất giữa hai lần mà F_G có độ lớn bằng trọng lượng của vật nhỏ của mỗi con lắc là \frac{T}{4}. Lấy g=10 \frac{m}{s^2}. Giá trị của T gần nhất với giá trị nào sau đây?","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Hai con lắc lò xo giống hệt nhau được gắn vào điểm G của một giá đỡ cố định như hình bên. Trên phương nằm ngang và phương thẳng đứng, các con lắc dao động điều hòa với cùng biên độ 14 cm, cùng chu kì T nhưng vuông pha với nhau. Gọi F_C là độ lớn của hợp lực do hai lò xo tác dụng lên giá. Biết khoảng thời gian ngắn nhất giữa hai lần mà F_G có độ lớn bằng trọng lượng của vật nhỏ của mỗi con lắc là \frac{T}{4}. Lấy g=10 \frac{m}{s^2}. Giá trị của T gần nhất với giá trị nào sau đây?

A. 0,62 s
B. 0,58 s
C. 0,74 s
D. 0,69 s
Đáp án: ",B,B
10-0080,"Dùng mạch điện như hình bên để tạo ra dao động điện từ. Ban đầu đóng khóa K vào chốt a, khi dòng điện chạy qua nguồn điện ổn định thì chuyển khóa K sang chốt b . Biết e = 5V, r = 1Ω, R = 2Ω, L = 9/10n mH và C = 1/nuF. Lấy e = 1,6.10 -19C. Trong khoảng thời gian 10 µs kể từ thời điểm đóng K vào chốt b, có bao nhiêu electron đã chuyển đến bản tụ điện nối với khóa K?","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Dùng mạch điện như hình bên để tạo ra dao động điện từ. Ban đầu đóng khóa K vào chốt a, khi dòng điện chạy qua nguồn điện ổn định thì chuyển khóa K sang chốt b . Biết e = 5V, r = 1Ω, R = 2Ω, L = 9/10n mH và C = 1/nuF. Lấy e = 1,6.10 -19C. Trong khoảng thời gian 10 µs kể từ thời điểm đóng K vào chốt b, có bao nhiêu electron đã chuyển đến bản tụ điện nối với khóa K?

A. 4,97.10^{12} electron
B. 1,99.10^{12} electron
C. 1,79.10^{12} electron
D. 4,48.10^{12} electron
Đáp án: ",B,B
10-0081,"Gọi h là hằng số Plăng, c là tốc độ ánh sáng trong chân không. Giới hạn quang điện \lambda_0 của một kim loại có công thoát A được xác định bằng công thức nào sau đây?","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Gọi h là hằng số Plăng, c là tốc độ ánh sáng trong chân không. Giới hạn quang điện \lambda_0 của một kim loại có công thoát A được xác định bằng công thức nào sau đây?

A. \lambda_0=\frac{\mathrm{hA} }{c}
B. \lambda_0=\frac{A}{\mathrm{hc}}
C. \lambda_0=\frac{\mathrm{hc} }{A}
D. \lambda_0=\frac{\mathrm{Ac} }{h}
Đáp án: ",C,C
10-0082,Cường độ dòng điện i = 5\sqrt2cos{\left(100t\ +\ \right)} (A) có giá trị hiệu dụng là,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Cường độ dòng điện i = 5\sqrt2cos{\left(100t\ +\ \right)} (A) có giá trị hiệu dụng là

A. 5A
B. 5\sqrt2A
C. \pi A
D. 100\pi A
Đáp án: ",A,A
10-0083,"Trong miền ánh sáng nhìn thấy, chiết suất của nước có giá trị lớn nhất đối với ánh sáng đơn sắc nào sau đây?","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong miền ánh sáng nhìn thấy, chiết suất của nước có giá trị lớn nhất đối với ánh sáng đơn sắc nào sau đây?

A. Ánh sáng vàng
B. Ánh sáng lục
C. Ánh sáng lam
D. Ánh sáng tím
Đáp án: ",D,D
10-0084,Một mạch dao động lí tưởng gồm tụ điện có điện dung C và cuộn cảm thuần có độ tự cảm L đang dao động điện từ tự do. Đại lượng T = 2\pi\sqrt{LC} là,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Một mạch dao động lí tưởng gồm tụ điện có điện dung C và cuộn cảm thuần có độ tự cảm L đang dao động điện từ tự do. Đại lượng T = 2\pi\sqrt{LC} là

A. Tần số dao động điện từ tự do trong mạch
B. Cường độ điện trường trong tụ điện
C. Chu kì dao động điện từ tự do trong mạch
D. Cảm ứng từ trong cuộn cảm
Đáp án: ",C,C
10-0085,"Trong thông tin liên lạc bằng sóng vô tuyến, micro ở máy phát thanh có tác dụng","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong thông tin liên lạc bằng sóng vô tuyến, micro ở máy phát thanh có tác dụng

A. Biến dao động âm thành dao động điện có cùng tần số
B. Trộn sóng âm tần với sóng cao tần
C. Biến dao động điện thành dao động âm có cùng tần số
D. Tách sóng âm tần ra khỏi sóng cao tần
Đáp án: ",A,A
10-0086,"Đặt điện áp xoay chiều vào hai đầu một đoạn mạch gồm điện trở R, cuộn cảm thuần và tụ điện mắc nối tiếp thì tổng trở của đoạn mạch là Z. Hệ số công suất của đoạn mạch là cos\varphi. Công thức nào sau đây đúng?","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Đặt điện áp xoay chiều vào hai đầu một đoạn mạch gồm điện trở R, cuộn cảm thuần và tụ điện mắc nối tiếp thì tổng trở của đoạn mạch là Z. Hệ số công suất của đoạn mạch là cos\varphi. Công thức nào sau đây đúng?

A. \mathrm{cos\varphi}=\ \frac{2R}{Z}
B. \mathrm{cos\varphi}=\ \frac{R}{Z}
C. \mathrm{cos\varphi}=\ \frac{Z}{2R}
D. \mathrm{cos\varphi}=\ \frac{Z}{R}
Đáp án: ",B,B
10-0087,Một vật dao động điều hòa theo phương trình x = Acos(cot + \varphi) với A > 0; \omega > 0. Đại lượng \omega được gọi là,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Một vật dao động điều hòa theo phương trình x = Acos(cot + \varphi) với A > 0; \omega > 0. Đại lượng \omega được gọi là

A. Pha của dao động
B. Tần số góc của dao động
C. Biên độ dao động
D. Li độ của dao động
Đáp án: ",B,B
10-0088,"Trong thí nghiệm giao thoa sóng ở mặt nước, hai nguồn kết hợp dao động cùng pha theo phương thẳng đứng phát ra hai sóng có bước sóng \lambda. Cực tiểu giao thoa tại các điểm có hiệu đường đi của hai sóng từ nguồn truyền tới đó bằng","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Trong thí nghiệm giao thoa sóng ở mặt nước, hai nguồn kết hợp dao động cùng pha theo phương thẳng đứng phát ra hai sóng có bước sóng \lambda. Cực tiểu giao thoa tại các điểm có hiệu đường đi của hai sóng từ nguồn truyền tới đó bằng

A. \left(k+\frac{1}{4}\right)\lambda với k = 0, \pm 1, \pm 2 …
B. \left(k+\frac{3}{4}\right)\lambda với k = 0, \pm 1, \pm 2 …
C. \left(k+\frac{1}{2}\right)\lambda với k = 0, \pm 1, \pm 2 …
D. K\lambda với k = 0, \pm 1, \pm 2 …
Đáp án: ",C,C
10-0089,"Khi nói về các tia phóng xạ, phát biểu nào sau đây là sai?","Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Khi nói về các tia phóng xạ, phát biểu nào sau đây là sai?

A. Tia \beta^{+} là các dòng pozitron
B. Tia \gamma có bản chất là sóng điện từ
C. Tia \beta^{-} là các dòng hạt nhân \istope[1][1]{H}
D. Tia \alpha là các dòng hạt nhân \istope[4][2]{He}
Đáp án: ",C,C
10-0090,Đặt điện áp xoay chiều có giá trị hiệu dụng U vào hai đầu một đoạn mạch chỉ có tụ điện thì dung kháng của tụ điện là ZC. Cường độ dòng điện hiệu dụng trong đoạn mạch là,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Đặt điện áp xoay chiều có giá trị hiệu dụng U vào hai đầu một đoạn mạch chỉ có tụ điện thì dung kháng của tụ điện là ZC. Cường độ dòng điện hiệu dụng trong đoạn mạch là

A. I=\ \frac{U}{Z_C}
B. I=\ U^2Z_C
C. I=\left(\frac{U}{Z_C}\right)^2
D. I=\ \frac{Z_C}{U}
Đáp án: ",A,A
10-0091,Một máy biến áp lí tưởng có số vòng dây của cuộn sơ cấp và cuộn thứ cấp lần lượt là N_{1} và N_{2}. Nếu máy biến áp này là máy hạ áp thì,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Một máy biến áp lí tưởng có số vòng dây của cuộn sơ cấp và cuộn thứ cấp lần lượt là N_{1} và N_{2}. Nếu máy biến áp này là máy hạ áp thì

A. \frac{N_2}{N_1}>1
B. \frac{N_2}{N_1}=1
C. N_2=\frac{1}{N_1}
D. \frac{N_2}{N_1}<1
Đáp án: ",D,D
10-0092,Một con lắc lò xo gồm lò xo và vật nhỏ có khối lượng m đang dao động điều hòa theo phương nằm ngang. Khi vật có tốc độ v\  thì động năng của con lắc được tính bằng công thức nào sau đây?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Một con lắc lò xo gồm lò xo và vật nhỏ có khối lượng m đang dao động điều hòa theo phương nằm ngang. Khi vật có tốc độ v\  thì động năng của con lắc được tính bằng công thức nào sau đây?

A. W_{đ}=\frac{1}{2}mv
B. W_{đ}=\frac{1}{2} mv^2
C. W_{đ}=\frac{1}{4} mv
D. W_{đ}=\frac{1}{4} mv^2
Đáp án: ",B,B
10-0093,Một sóng cơ hình sin có tần số f lan truyền trong một môi trường với bước sóng \lambda. Tốc độ truyền sóng trong môi trường là,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Một sóng cơ hình sin có tần số f lan truyền trong một môi trường với bước sóng \lambda. Tốc độ truyền sóng trong môi trường là

A. V=\ \frac{\lambda}{f}
B. V=\ \lambda f
C. V=2\lambda f
D. V=\ \frac{\lambda}{2f}
Đáp án: ",B,B
10-0094,Một trong những đặc trưng vật lí của âm là,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Một trong những đặc trưng vật lí của âm là

A. Âm sắc
B. Độ to của âm
C. Độ cao của âm
D. Tần số âm
Đáp án: ",D,D
10-0095,Số prôtôn có trong hạt nhân \istope[239][94]{Pu} là,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Số prôtôn có trong hạt nhân \istope[239][94]{Pu} là

A. 145
B. 239
C. 333
D. 94
Đáp án: ",D,D
10-0096,Khi dòng điện không đổi có cường độ I chạy qua điện trở R thì công suất tỏa nhiệt trên R được tính bằng công thức nào sau đây?,"Chỉ đưa ra chữ cái đứng trước câu trả lời đúng (A, B, C, D hoặc E) của câu hỏi trắc nghiệm sau: 
Khi dòng điện không đổi có cường độ I chạy qua điện trở R thì công suất tỏa nhiệt trên R được tính bằng công thức nào sau đây?

A. P = R^{2}I
B. P = R^{2}I^{2}
C. P = RI^{2}
D. P = RI
Đáp án: ",C,C
