annotator,model,dataset,item_id,stratum,decision,model_answer,corrected_answer,note
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,972,short-direct,accept,quân đội cách mạng Cuba,,Đúng 'quân đội cách mạng Cuba đã đánh bại đội quân lưu vong'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3110,short-direct,accept,Auto Union và NSU Motorenwerke AG,,"Đoạn văn ghi Volkswagen AG mua tài sản của Auto Union và NSU Motorenwerke AG, đúng loại câu hỏi 'những công ty nào'."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1830,mid-direct,accept,thứ 3,,Đúng 'Năm 2016 ... được kê đơn nhiều thứ 3 tại Hoa Kỳ'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1549,short-direct,accept,50%,,Đúng 'bao gồm khoảng 50% màu ... chỉ định bởi không gian màu CIELAB'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2902,short-direct,accept,một người giữ vai trò quan trọng trong Đảng ở thời kỳ đầu,,"Đoạn văn nêu rõ Nguyễn Thị Minh Khai 'là một người giữ vai trò quan trọng trong Đảng ở thời kỳ đầu', câu trả lời trích đúng span."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1619,long-direct,accept,thứ bảy,,"Đoạn văn ghi Forbes xếp ông 'ở vị trí người giàu thứ bảy thế giới', trả lời đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,316,short-direct,accept,bệnh viêm đặc hiệu,,"Câu đầu đoạn văn định nghĩa viêm khớp dạng thấp 'là một bệnh viêm đặc hiệu', span trung thành với văn bản."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,322,mid-direct,accept,ba,,"Đoạn văn nêu 'Phía Việt Nam bị mất ba tàu vận tải của Hải quân', số lượng đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3031,short-direct,accept,đại hội kết tập kinh điển Phật giáo lần thứ nhất,,"Đoạn văn nói Ca Diếp 'tổ chức, chỉ đạo đại hội kết tập kinh điển Phật giáo lần thứ nhất', trả lời đúng sự kiện."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,332,long-direct,accept,28 tháng 10 năm 1955,,"Đoạn văn ghi Gates 'sinh ngày 28 tháng 10 năm 1955', đúng ngày sinh."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1648,short-direct,accept,Không có thông tin cụ thể,,"Đoạn văn chỉ nói ca khúc của cô xuất hiện trên nhiều chương trình truyền hình, không nêu tên bài hát nào; trả lời 'Không có thông tin cụ thể' là thành thật và đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,339,short-direct,accept,1999,,"Đoạn văn: 'Lễ trao giải lần đầu tiên được tổ chức tại Seoul vào năm 1999', đáp án đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,374,short-direct,accept,Djokovic,,"Đoạn văn: 'Đương kim vô địch hiện tại là Djokovic (năm 2023)', trả lời đúng tên."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,436,short-direct,accept,"tại Paris, Pháp",,"Đoạn văn ghi giải 'diễn ra ... tại Paris, Pháp', địa điểm đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,394,short-direct,accept,Düsseldorf,,"Phiên bản thể nghiệm New York City I 'được triển lãm tại Kunstsammlung Nordrhein-Westfalen ở Düsseldorf, Đức', trả lời đúng thành phố."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1416,short-direct,accept,1942,,"Đoạn văn: bức tranh 'hoàn thành năm 1942', đáp án đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,396,mid-direct,accept,Thư ký Hội đồng,,"Đoạn văn: 'việc điều hành Hội đồng trên thực tế được giao cho Thư ký Hội đồng', trả lời đúng chức danh."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2174,mid-direct,accept,Hai,,"Đoạn văn: 'Có hai phó thư ký', số lượng đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1307,short-direct,accept,Việt Nam,,"Đoạn văn: 'Dù Việt Nam là một quốc gia đơn đảng', trả lời đúng tên quốc gia."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,406,long-direct,accept,Hoàng thái tử Akihito,,"Đoạn văn: 'Hoàng thái tử Akihito lên nối ngôi' sau khi Chiêu Hòa qua đời, đáp án đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2742,mid-direct,accept,4 tháng 2 năm 2004,,"Đoạn văn: 'cho ra đời Facebook ... vào ngày 4 tháng 2 năm 2004', đúng ngày."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1982,mid-direct,accept,tất cả các tầng lớp xã hội Nhật Bản,,"Đoạn văn: 'Ikebana trở thành một môn nghệ thuật dành cho tất cả các tầng lớp xã hội Nhật Bản', span trung thành."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1996,short-direct,accept,thịt lợn,,"Đoạn văn cho thịt bò xếp thứ ba 'sau thịt lợn và thịt gà (lần lượt là 38% và 30%)', vậy thịt lợn (38%) đứng đầu, suy luận đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2629,long-direct,accept,7.662.000 tấn,,"Đoạn văn: '7.662.000 tấn chất nổ đã được Không quân Hoa Kỳ sử dụng', đúng con số gắn với Không quân (không nhầm với 15,35 triệu tấn của toàn quân đội)."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2950,long-direct,accept,"cải tạo kinh tế, văn hóa, thay đổi hệ thống giáo dục cũ, xây dựng bao cấp, quốc hữu hóa tư sản, xóa bỏ tư hữu cũng như kinh tế thị trường ở miền Nam, tổ chức học tập cải",,"Span trích đúng các cải cách trong đoạn văn (cải tạo kinh tế, văn hóa, giáo dục, bao cấp, quốc hữu hóa, xóa bỏ tư hữu); chỉ bị cắt ở cụm cuối 'học tập cải tạo' nhưng nội dung trả lời vẫn đầy đủ và trung thành."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2607,mid-direct,accept,Hồi giáo Shia,,"Đoạn văn: 'là một Grand Marja (lãnh tụ tôn giáo) của Hồi giáo Shia', đáp án đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,458,short-direct,accept,15 tháng 5 năm 1935,,"Đoạn văn ghi mất ngày '15 tháng 5 năm 1935' tại Leningrad, đúng ngày mất."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2968,long-direct,accept,động cơ nhiệt,,"Câu đầu: 'Động cơ đốt trong ... là một loại động cơ nhiệt', trả lời đúng loại động cơ."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3035,long-direct,accept,khoảng năm 1860,,"Đoạn văn: ứng dụng thương mại đầu tiên 'được tạo ra bởi Étienne Lenoir vào khoảng năm 1860', mốc thời gian đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,474,short-direct,accept,Tây Nam Á,,"Đoạn văn nêu rõ 'Lựu có nguồn gốc bản địa Tây Nam Á', câu trả lời đúng và bám sát ngữ cảnh."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1351,long-infer,accept,bằng cách nghiền các hạt hay đun sôi trong nước hoặc dầu,,"Câu cuối đoạn ghi 'làm ra bằng cách nghiền các hạt hay đun sôi trong nước hoặc dầu', đúng trích xuất."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,493,short-direct,accept,ít nghe tiếng tăm,,"Đoạn văn nói giáo phái 'tàn lụi dần và ít nghe tiếng tăm', trả lời đúng ý không còn phổ biến."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,963,short-direct,accept,1999,,Đoạn văn: 'MSF đã được trao giải Nobel Hòa bình vào năm 1999'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1777,short-direct,accept,Doctors Without Borders,,Đoạn văn ghi tiếng Anh là 'Doctors Without Borders'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,541,mid-direct,accept,từ những năm 1970,,Đoạn văn: 'sự phát triển của các bộ vi xử lý đã bám sát định luật này từ những năm 1970'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3041,short-direct,accept,19 tháng 1 năm 1946,,Đoạn văn: 'sinh ngày 19 tháng 1 năm 1946'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,581,mid-direct,accept,"1,1×10 −40 J.s.",,"Đoạn văn nêu 'sai số tuyệt đối là 1,1×10 −40 J.s.', đúng giá trị được hỏi."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1902,mid-direct,accept,cơ học lượng tử,,Đoạn văn: 'là một nguyên lý quan trọng của cơ học lượng tử'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1881,short-direct,accept,thuốc chống viêm non-steroid,,Đoạn văn: 'thuộc nhóm thuốc chống viêm non-steroid'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2371,short-direct,accept,"trường THPT chuyên Phan Bội Châu, Nghệ An",,"Đoạn văn ghi Nguyễn Tất Nghĩa là 'học sinh trường THPT chuyên Phan Bội Châu, Nghệ An'."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,982,mid-direct,accept,100 - 160 km,,Đoạn văn: 'Nếu sức công phá là 1 triệu tấn thì có thể phá hủy 1 vùng với bán kính 100 - 160 km'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2738,short-direct,accept,phụ nữ Việt Nam,,"Đoạn văn: 'tổ chức chính trị, xã hội của phụ nữ Việt Nam'."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,803,mid-direct,accept,Hệ thống tên lửa chống tên lửa đạn đạo A-35,,"Đoạn văn gọi tên đầy đủ hệ thống của Nga là 'Hệ thống tên lửa chống tên lửa đạn đạo A-35', câu trả lời đúng loại thực thể và có căn cứ."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1072,short-direct,accept,31 tháng 7 năm 1958,,Đoạn văn: 'sinh ngày 31 tháng 7 năm 1958'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1494,long-direct,accept,không thể nắm bắt,,"Đoạn văn: 'có thể được coi là trừu tượng... vì sự thể hiện hoàn hảo là không thể nắm bắt', suy luận đúng hướng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,665,short-direct,accept,"All England Club ở Wimbledon, Luân Đôn",,"Đoạn văn: 'Giải được tổ chức tại All England Club ở Wimbledon, Luân Đôn'."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,952,long-direct,accept,nguyên liệu đầu vào vật chất và phi vật chất,,Đoạn văn: 'sự kết hợp của các loại nguyên liệu đầu vào vật chất và phi vật chất'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,682,mid-direct,accept,Dish Network,,Đoạn văn: '1.700 cửa hàng còn lại... được nhà cung cấp truyền hình vệ tinh Dish Network mua lại'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1415,long-direct,accept,Khổng Tử,,Đoạn văn: đàn cổ cầm 'được liên kết với triết gia Trung Quốc cổ đại Khổng Tử'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1489,long-direct,accept,FISA,,Đoạn văn: 'Giải Vô địch đua thuyền Thế giới được tổ chức bởi FISA'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,734,short-direct,accept,Sóc Trăng,,"Đoạn văn gắn 'Xứ Giồng' với món bún nước lèo của Sóc Trăng, đúng thực thể được hỏi."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3048,short-direct,accept,công ty OpenAI,,Đoạn văn: 'một chatbot do công ty OpenAI của Mỹ phát triển'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1107,mid-infer,accept,sử dụng các phân tử polyme trong thiết kế vũ khí và việc sử dụng một thanh ray dùng để gắn đèn pin trên súng ngắn,,Đoạn văn nêu lịch sử đổi mới của HK 'chẳng hạn như việc sử dụng các phân tử polyme... thanh ray dùng để gắn đèn pin'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,720,short-direct,reject,Chiến khu,Đoạn văn không nêu đặc điểm của chiến khu Dương Minh Châu,"Đoạn văn chỉ là stub nêu chiến dịch Attleboro nhắm vào chiến khu, không mô tả đặc điểm nào; 'Chiến khu' chỉ lặp lại một từ trong câu hỏi chứ không phải câu trả lời."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2090,mid-direct,accept,1899,,"Đoạn văn nêu rõ 'Ông đã bắt đầu vẽ hoa súng trong năm 1899', đáp án khớp chính xác."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,773,long-direct,accept,"6.340,5 km²",,"Đoạn văn ghi 'Diện tích: 6.340,5 km²', trích đúng span."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,832,short-direct,accept,những năm 1960,,"Đoạn văn: 'Hệ thống cùng với rocket M-210F được phát triển từ những năm 1960', đáp án trung thành."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,758,short-direct,accept,H.265 và MPEG-H Phần 2,,"Đoạn văn: 'HEVC, còn được gọi là H.265 và MPEG-H Phần 2', đúng cả hai tên gọi."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2850,short-direct,accept,Có,,"Đoạn văn xác nhận 'Có loại vắc-xin phòng viêm gan A trong tối thiểu 10 năm', trả lời 'Có' là đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,774,short-direct,accept,"xe ô tô, xe buýt, xe tải",,"Đoạn văn: 'hãng sản xuất xe ô tô, xe buýt, xe tải danh tiếng', trích đủ ba loại."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,779,long-direct,accept,8 tháng 11 năm 2019,,"Đoạn văn: 'ban đầu dự kiến được phát hành tại Hoa Kỳ vào ngày 8 tháng 11 năm 2019', đúng ngày dự kiến."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,790,short-direct,accept,Thủ tướng Chính phủ,,"Đoạn văn: 'Điều lệ ... được Thủ tướng Chính phủ phê duyệt', đúng thực thể được hỏi."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2539,mid-direct,accept,Stephen Hawking,,"Đoạn văn: 'được đặt theo tên của nhà vật lý người Anh Stephen Hawking', khớp chính xác."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2641,short-direct,accept,4 hiệp,,"Đoạn văn: 'một trận đấu bóng nước gồm 4 hiệp', số hiệp đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2741,long-direct,accept,1516,,"Đoạn văn: 'ở ngôi từ năm 1516 đến 1522' và được lập lên ngôi năm 1516, đáp án đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1548,long-direct,accept,13 bang và ba lãnh thổ liên bang,,"Đoạn văn: 'bao gồm 13 bang và ba lãnh thổ liên bang', trích nguyên văn đầy đủ."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,868,long-direct,accept,cuối thế kỷ XV,,"Đoạn văn: 'Bắt đầu từ cuối thế kỷ XV, người Anh và người Pháp thành lập các thuộc địa trên vùng duyên hải Đại Tây Dương', đúng mốc thời gian."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2856,short-direct,reject,Một,Đoạn văn không nêu số môn thi đấu chính thức của Thế vận hội Mùa hè,"Đoạn văn chỉ nói bóng chuyền trở thành môn thi đấu chính thức từ 1964, không nêu tổng số môn; 'Một' là bịa đáp án cho câu hỏi không trả lời được từ đoạn văn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,884,mid-direct,accept,32 knot (hay 37 hải lý/giờ),,"Đoạn văn: 'có thể di chuyển với tốc độ 32 knot (hay 37 hải lý/giờ)', trích đúng span."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,898,long-direct,accept,Không có thông tin,,"Đoạn văn không liệt kê/đếm các lực trong vũ trụ ngoài lực hấp dẫn, trả lời 'Không có thông tin' là trung thực và đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,916,long-direct,accept,Vua Bọ cạp,,"Đoạn văn: 'Vai diễn chính đầu tiên của Johnson là trong phim điện ảnh Vua Bọ cạp năm 2002', đúng tên phim."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3083,mid-direct,accept,"nhà hóa học, nhà hóa sinh, nhà hoạt động vì hòa bình, tác giả và nhà giáo dục người Mỹ",,"Đoạn văn mở đầu liệt kê đúng các vai trò 'nhà hóa học, nhà hóa sinh, nhà hoạt động vì hòa bình, tác giả và nhà giáo dục người Mỹ'."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1570,short-direct,accept,8:00. ET/ PT,,"Đoạn văn: 'vào các tối chủ nhật lúc 8:00. ET/ PT', đáp án khớp giờ phát sóng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,939,long-direct,accept,"thực phẩm, sợi, nhiên liệu, và nguyên liệu",,"Đoạn văn: 'chia thành các nhóm chung như thực phẩm, sợi, nhiên liệu, và nguyên liệu', trích đủ bốn nhóm."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1191,long-direct,accept,ba,,"Đoạn văn: 'Voyager 1 bắt đầu trải qua ""làn sóng thần"" thứ ba', suy ra đã trải qua ba làn sóng, đáp án đúng."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3144,long-direct,accept,Phòng thí nghiệm Vật lý Quốc gia,,"Đoạn văn: 'Sau chiến tranh, ông công tác tại Phòng thí nghiệm Vật lý Quốc gia', đúng nơi làm việc ngay sau chiến tranh."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1861,short-direct,accept,"2,13 tỷ USD",,"Đoạn văn: 'Năm 2020, Free Fire ... doanh thu cao thứ 4 trong năm với 2,13 tỷ USD', đúng con số."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,950,mid-direct,accept,truyện ngắn,,"Đoạn văn: 'nhà văn chuyên thể loại truyện ngắn người Nga', đáp án đúng thể loại."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,975,short-infer,accept,"được đặc trưng có những vùng của dạ dày-ruột bị dày lên, có viêm lan ra tất cả các lớp, loét sâu, lớp viêm mạc nứt nẻ và sự có mặt của u hạt",,"Trích nguyên văn phần mô tả bệnh Crohn: vùng dạ dày-ruột dày lên, viêm lan tất cả các lớp, loét sâu, nứt nẻ và u hạt."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1025,mid-direct,accept,Thành phố vườn quốc gia,,Đoạn văn nêu rõ Trường Xuân được trao tặng danh hiệu 'Thành phố vườn quốc gia' năm 2001.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1028,mid-direct,accept,tháng 12/1941,,Đoạn văn ghi PPSh-41 'được chấp nhận trang bị từ tháng 12/1941'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1032,short-direct,accept,suất ăn trưa,,Đoạn văn: chúng là thành phần phổ biến của suất ăn trưa.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1040,mid-direct,accept,Anh Quốc,,Đoạn văn nêu lãnh thổ này từng là thuộc địa và quốc gia tự trị của Anh Quốc.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1397,mid-direct,accept,vật lý hạt,,Đoạn văn: lĩnh vực khoa học nghiên cứu các hạt dưới nguyên tử là vật lý hạt.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2480,short-direct,accept,đau ngực dữ dội,,Đoạn văn: hoại tử cơ tim gây triệu chứng đau ngực dữ dội.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1192,mid-infer,accept,một nguyên tử liên kết với 4 phối tử (nguyên tử hoặc nhóm nguyên tử) hay nhóm thế trong một cấu trúc không gian mà cấu trúc này không thể chồng khít lên hình ảnh phản chiếu qua gương của nó,,Báo đúng định nghĩa trung tâm bất đối xứng nguyên văn từ đoạn văn.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2501,mid-infer,accept,vì hoán đổi vị trí hai nhóm khác nhau bất kỳ sẽ tạo ra đồng phân lập thể,,"Suy diễn đúng: tầm quan trọng của tâm lập thể là hoán đổi hai nhóm bất kỳ sẽ tạo ra đồng phân lập thể, đúng như đoạn văn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1140,short-direct,reject,"nhấn mạnh vai trò của văn học trong việc phát triển sự hiểu biết lẫn nhau và (hiểu biết) văn hóa thế giới, đấu tranh cho quyền tự do ngôn luận, và hành động như là một tiếng nói mạnh mẽ đại","nhấn mạnh vai trò của văn học trong việc phát triển sự hiểu biết lẫn nhau và (hiểu biết) văn hóa thế giới, đấu tranh cho quyền tự do ngôn luận, và hành động như là một tiếng nói mạnh mẽ đại diện cho các nhà văn bị sách nhiễu, bị cầm tù và đôi khi bị giết vì quan điểm của mình","Câu trả lời bị cắt cụt giữa cụm 'đại diện', thiếu trọn vẹn vế thứ ba của vai trò mà Hội nhắm tới."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2595,long-direct,accept,4,,Đoạn văn ghi '4 giải Brit Awards'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2611,long-direct,accept,"Columbia, Challenger, Discovery, và Atlantis",,"Đoạn văn nêu 4 tàu đầu tiên chế tạo cho chuyến bay vũ trụ: Columbia, Challenger, Discovery, và Atlantis."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3250,long-direct,accept,Ulysses,,Đoạn văn: 'Ông nổi tiếng nhất với tiểu thuyết bước ngoặt Ulysses (1922)'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1803,long-direct,accept,Không được đề cập trong đoạn văn.,,"Đoạn văn chỉ nói Solar Impulse 2 'từng bay vòng quanh thế giới', không nêu thời gian; model trả lời đúng là không được đề cập."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2347,short-direct,accept,Luân Đôn,,Đoạn văn: Sotheby's bán đấu giá tác phẩm ở Luân Đôn.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1265,short-infer,accept,nơi mà nghệ thuật Batik đạt đến đỉnh cao,,Đoạn văn: Indonesia được coi là quốc gia của Batik vì nơi nghệ thuật Batik đạt đến đỉnh cao.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1306,short-direct,accept,7 tháng 8 năm 1912,,Đoạn văn ghi Võ Chí Công sinh 7 tháng 8 năm 1912.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3116,short-direct,accept,2 năm,,Suy ra đúng từ khoảng thời gian (1977–1979): 2 năm.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1308,mid-direct,accept,Hồ Chí Minh,,Đoạn văn: cố Chủ tịch Việt Nam Dân chủ Cộng hoà là Hồ Chí Minh.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1319,short-direct,accept,công chúa,,Đoạn văn: 'Bà là công chúa nhà Hậu Lê'.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2437,short-direct,accept,Nguyễn Huệ,,Đoạn văn nêu giai thoại cuộc tình đẹp đẽ giữa bà với Nguyễn Huệ.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,3300,long-direct,accept,15 tháng 1 năm 1128,,Đoạn văn ghi Lý Nhân Tông mất 15 tháng 1 năm 1128.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1356,short-direct,accept,tiếng Hy Lạp,,Đoạn văn: 'cinématographie' xuất phát từ tiếng Hy Lạp.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2841,mid-direct,accept,3 tháng 1 năm 1969,,Đoạn văn: Schumacher sinh ngày 3 tháng 1 năm 1969.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2372,long-direct,accept,cấp độ nguyên tử hay ở hạt hạ nguyên tử,,Đoạn văn: cơ học lượng tử miêu tả tính chất tự nhiên ở cấp độ nguyên tử hay hạt hạ nguyên tử.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1400,short-direct,accept,Imperatorskaya Akademiya Khudozhestv,,"Báo đúng tên chính thức 'Императорская Академия художеств', model phiên âm Latin 'Imperatorskaya Akademiya Khudozhestv' trung thành với đoạn văn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2370,short-direct,accept,một nhà lãnh đạo quân sự và chính trị gia người Việt Nam,,Đáp án trích đúng span mô tả thân phận Võ Nguyên Giáp trong đoạn văn.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1434,short-direct,accept,một nghìn tỷ phép tính/giây,,Đoạn văn nêu rõ một teraflop tương đương hiệu suất một nghìn tỷ phép tính/giây.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1446,mid-direct,accept,"hoá lí, hoá phân tích, hoá học hữu cơ, hoá sinh, hoá dược",,"Liệt kê đầy đủ năm ngành (hoá lí, hoá phân tích, hoá học hữu cơ, hoá sinh, hoá dược) đúng như đoạn văn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1470,short-direct,accept,8 đề cử Oscar,,"Đoạn văn ghi bộ phim nhận được 8 đề cử Oscar, đáp án khớp chính xác."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1502,mid-infer,accept,khiến tôi nhận ra rằng họ sợ nhất là hoa nhài,,"Span 'khiến tôi nhận ra rằng họ sợ nhất là hoa nhài' giải thích đúng lý do Ngải Vị Vị phát biểu như vậy, trung thành với đoạn văn."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1563,short-direct,accept,"Không quân Hoa Kỳ, Hải quân Hoa Kỳ, Không quân Ý, và Không quân Hoàng gia Anh.",,Đáp án liệt kê đủ bốn lực lượng sử dụng MQ-9 Reaper đúng như đoạn văn.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1632,mid-direct,accept,2004,,Đoạn văn nêu album đầu tay '24 giờ 7 ngày' ra mắt năm 2004.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1642,short-direct,accept,an toàn,,Đoạn văn ghi lưỡi dao được gỡ bỏ để đảm bảo an toàn.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1691,short-direct,accept,Tiếng Anh,,Đoạn văn nêu bốn quốc gia dùng chung một ngôn ngữ là Tiếng Anh.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1697,mid-direct,accept,240 cm,,Đường kính gương thu ánh sáng được nêu rõ là 240 cm.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1718,short-direct,accept,Sân bay quốc tế Galeão - Antônio Carlos Jobim,,Sân bay kết nối Rio đúng là Sân bay quốc tế Galeão - Antônio Carlos Jobim.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1723,short-direct,accept,Nelumbo nucifera,,Đoạn văn nêu Nelumbo nucifera là quốc hoa của Ấn Độ.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,2805,long-direct,accept,7 tháng 5 năm 1840,,"Ngày sinh trong đoạn văn là 7 tháng 5 năm 1840 (dương lịch), đáp án khớp."
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1747,short-direct,accept,triết lý Vệ Đà,,Đoạn văn ghi ông là lãnh tụ tinh thần nổi tiếng của triết lý Vệ Đà.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1750,long-direct,accept,10 tháng 11 năm 2015,,Đoạn văn nêu phát hành toàn thế giới vào ngày 10 tháng 11 năm 2015.
nttung245,Qwen3_8-27B-Q4_K_M_gguf,squad,1797,short-direct,accept,"môi trường sông, biển, nước lợ",,"Đoạn văn ghi chúng sống tập trung ở môi trường sông, biển, nước lợ."
